Fecha,Vendedor,Región,Producto,Unidades,PrecioUnitario,TotalVenta
2050-03-12,Jorge,Norte,Laptop,6,280,1680
2050-03-13,Jorge,Este,Laptop,2,599,1198
2050-03-14,Luis,Oeste,Impresora,29,1781,51649
2050-03-15,Luis,Este,Smartphone,29,1567,45443
2050-03-16,Lucía,Centro,Tablet,36,1344,48384
2050-03-17,Luis,Sur,Smartphone,35,1749,61215
2050-03-18,Jorge,Centro,Tablet,41,403,16523
2050-03-19,Jorge,Oeste,Laptop,9,1130,10170
2050-03-20,Pedro,Centro,Smartphone,5,573,2865
2050-03-21,Pedro,Este,Laptop,7,151,1057
2050-03-22,Pedro,Oeste,Monitor,25,413,10325
2050-03-23,Ana,Oeste,Monitor,16,1064,17024
2050-03-24,Jorge,Oeste,Monitor,41,464,19024
2050-03-25,María,Este,Monitor,44,447,19668
2050-03-26,Lucía,Este,Laptop,29,2468,71572
2050-03-27,Pedro,Norte,Monitor,6,717,4302
2050-03-28,Lucía,Norte,Smartphone,15,321,4815
2050-03-29,Luis,Sur,Smartphone,6,2699,16194
2050-03-30,Jorge,Oeste,Laptop,13,277,3601
2050-03-31,Pedro,Oeste,Monitor,14,2619,36666
2050-04-01,Lucía,Sur,Tablet,38,2096,79648
2050-04-02,Lucía,Sur,Tablet,8,1219,9752
2050-04-03,María,Centro,Tablet,49,1972,96628
2050-04-04,Luis,Norte,Monitor,48,2995,143760
2050-04-05,María,Oeste,Tablet,49,1761,86289
2050-04-06,Jorge,Centro,Tablet,47,2704,127088
2050-04-07,Pedro,Centro,Laptop,37,1886,69782
2050-04-08,Luis,Oeste,Smartphone,40,1777,71080
2050-04-09,Luis,Centro,Monitor,14,1597,22358
2050-04-10,Lucía,Sur,Smartphone,47,2516,118252
2050-04-11,Luis,Norte,Smartphone,7,2858,20006
2050-04-12,Jorge,Oeste,Laptop,49,800,39200
2050-04-13,Jorge,Este,Smartphone,3,523,1569
2050-04-14,Luis,Norte,Tablet,48,679,32592
2050-04-15,María,Sur,Impresora,27,1996,53892
2050-04-16,Jorge,Centro,Laptop,4,2331,9324
2050-04-17,Jorge,Este,Smartphone,31,2701,83731
2050-04-18,Pedro,Sur,Smartphone,46,1954,89884
2050-04-19,Luis,Sur,Impresora,15,1421,21315
2050-04-20,Ana,Este,Impresora,37,1546,57202
2050-04-21,María,Norte,Monitor,11,712,7832
2050-04-22,Pedro,Centro,Monitor,8,1116,8928
2050-04-23,Luis,Sur,Laptop,7,1837,12859
2050-04-24,Pedro,Oeste,Smartphone,27,1281,34587
2050-04-25,Pedro,Centro,Monitor,48,1623,77904
2050-04-26,Ana,Sur,Smartphone,2,2281,4562
2050-04-27,Ana,Centro,Monitor,37,2509,92833
2050-04-28,Pedro,Oeste,Tablet,46,1755,80730
2050-04-29,Ana,Centro,Tablet,12,1353,16236
2050-04-30,Pedro,Oeste,Impresora,48,530,25440
2050-05-01,Luis,Sur,Smartphone,31,1287,39897
2050-05-02,Luis,Oeste,Monitor,41,1500,61500
2050-05-03,Jorge,Centro,Smartphone,12,1346,16152
2050-05-04,Jorge,Norte,Monitor,47,760,35720
2050-05-05,Pedro,Este,Impresora,46,388,17848
2050-05-06,Pedro,Este,Smartphone,6,1271,7626
2050-05-07,Ana,Oeste,Monitor,33,1845,60885
2050-05-08,Jorge,Oeste,Laptop,45,334,15030
2050-05-09,Luis,Este,Tablet,7,2517,17619
2050-05-10,Luis,Norte,Tablet,16,1389,22224
2050-05-11,Jorge,Este,Laptop,4,249,996
2050-05-12,Ana,Sur,Tablet,21,1973,41433
2050-05-13,Jorge,Oeste,Smartphone,7,206,1442
2050-05-14,Ana,Este,Laptop,18,217,3906
2050-05-15,Jorge,Este,Laptop,1,2261,2261
2050-05-16,Luis,Sur,Laptop,12,2443,29316
2050-05-17,Luis,Sur,Impresora,10,1653,16530
2050-05-18,Pedro,Oeste,Smartphone,3,1368,4104
2050-05-19,Luis,Este,Laptop,5,1815,9075
2050-05-20,Pedro,Sur,Impresora,2,1455,2910
2050-05-21,Pedro,Norte,Smartphone,47,632,29704
2050-05-22,María,Centro,Tablet,15,260,3900
2050-05-23,Pedro,Norte,Monitor,35,2970,103950
2050-05-24,Ana,Oeste,Laptop,49,1978,96922
2050-05-25,Ana,Sur,Impresora,36,2311,83196
2050-05-26,Jorge,Centro,Smartphone,29,2609,75661
2050-05-27,Pedro,Centro,Smartphone,16,1912,30592
2050-05-28,María,Norte,Tablet,22,309,6798
2050-05-29,Ana,Oeste,Tablet,30,203,6090
2050-05-30,Pedro,Centro,Tablet,38,1863,70794
2050-05-31,Jorge,Oeste,Laptop,29,987,28623
2050-06-01,Pedro,Oeste,Impresora,37,1354,50098
2050-06-02,María,Oeste,Monitor,13,667,8671
2050-06-03,Pedro,Oeste,Smartphone,11,1799,19789
2050-06-04,María,Este,Monitor,36,2394,86184
2050-06-05,Pedro,Norte,Smartphone,40,1241,49640
2050-06-06,Luis,Este,Monitor,26,1789,46514
2050-06-07,Jorge,Oeste,Smartphone,41,735,30135
2050-06-08,Ana,Este,Laptop,41,2018,82738
2050-06-09,Ana,Centro,Impresora,12,877,10524
2050-06-10,Luis,Este,Tablet,26,2938,76388
2050-06-11,Pedro,Oeste,Impresora,33,2345,77385
2050-06-12,Lucía,Este,Impresora,37,235,8695
2050-06-13,María,Norte,Smartphone,2,1095,2190
2050-06-14,Luis,Este,Laptop,40,2181,87240
2050-06-15,Jorge,Este,Impresora,39,1606,62634
2050-06-16,Luis,Centro,Smartphone,37,2889,106893
2050-06-17,Lucía,Norte,Monitor,34,2556,86904
2050-06-18,María,Norte,Tablet,47,1467,68949
2050-06-19,Lucía,Oeste,Tablet,30,1775,53250
2050-06-20,Lucía,Oeste,Laptop,46,492,22632
2050-06-21,María,Este,Smartphone,44,1032,45408
2050-06-22,María,Sur,Impresora,44,1299,57156
2050-06-23,Pedro,Sur,Impresora,47,1642,77174
2050-06-24,Luis,Norte,Laptop,10,1333,13330
2050-06-25,María,Oeste,Smartphone,8,1919,15352
2050-06-26,María,Sur,Laptop,8,1715,13720
2050-06-27,Luis,Sur,Tablet,32,1090,34880
2050-06-28,María,Oeste,Smartphone,19,1142,21698
2050-06-29,Jorge,Sur,Tablet,39,848,33072
2050-06-30,Pedro,Oeste,Impresora,46,1159,53314
2050-07-01,Lucía,Este,Smartphone,28,1528,42784
2050-07-02,Lucía,Oeste,Smartphone,5,1411,7055
2050-07-03,María,Sur,Laptop,24,1172,28128
2050-07-04,Ana,Sur,Tablet,22,702,15444
2050-07-05,Pedro,Oeste,Impresora,21,1890,39690
2050-07-06,María,Centro,Laptop,14,956,13384
2050-07-07,Ana,Oeste,Smartphone,44,326,14344
2050-07-08,Luis,Oeste,Monitor,26,275,7150
2050-07-09,María,Centro,Laptop,34,2929,99586
2050-07-10,Lucía,Centro,Laptop,6,1305,7830
2050-07-11,María,Centro,Impresora,14,2406,33684
2050-07-12,Jorge,Sur,Monitor,37,2320,85840
2050-07-13,Lucía,Norte,Monitor,6,2732,16392
2050-07-14,Jorge,Centro,Monitor,33,2972,98076
2050-07-15,Lucía,Sur,Laptop,15,1422,21330
2050-07-16,Luis,Oeste,Tablet,28,465,13020
2050-07-17,Jorge,Centro,Monitor,11,688,7568
2050-07-18,María,Oeste,Monitor,17,1180,20060
2050-07-19,Lucía,Sur,Tablet,32,1128,36096
2050-07-20,Pedro,Sur,Laptop,17,1279,21743
2050-07-21,Jorge,Sur,Laptop,34,2516,85544
2050-07-22,Luis,Norte,Smartphone,3,2874,8622
2050-07-23,María,Sur,Impresora,29,812,23548
2050-07-24,Ana,Centro,Impresora,45,378,17010
2050-07-25,Ana,Sur,Monitor,25,2853,71325
2050-07-26,Jorge,Norte,Tablet,41,1773,72693
2050-07-27,Pedro,Norte,Impresora,30,691,20730
2050-07-28,Luis,Norte,Impresora,7,2726,19082
2050-07-29,Jorge,Sur,Impresora,28,2318,64904
2050-07-30,Ana,Sur,Impresora,11,1388,15268
2050-07-31,Luis,Norte,Impresora,14,1522,21308
2050-08-01,Ana,Centro,Smartphone,37,2148,79476
2050-08-02,María,Centro,Tablet,25,1443,36075
2050-08-03,María,Oeste,Laptop,4,384,1536
2050-08-04,Lucía,Centro,Smartphone,6,280,1680
2050-08-05,Jorge,Este,Impresora,13,1600,20800
2050-08-06,Ana,Este,Monitor,25,2201,55025
2050-08-07,Luis,Centro,Impresora,3,1215,3645
2050-08-08,Ana,Norte,Monitor,13,1457,18941
2050-08-09,María,Sur,Tablet,17,586,9962
2050-08-10,Ana,Oeste,Impresora,11,175,1925
2050-08-11,María,Centro,Smartphone,28,1548,43344
2050-08-12,Luis,Oeste,Laptop,28,2291,64148
2050-08-13,Ana,Oeste,Laptop,48,1867,89616
2050-08-14,Luis,Sur,Smartphone,38,2490,94620
2050-08-15,Jorge,Centro,Monitor,9,2853,25677
2050-08-16,María,Norte,Smartphone,42,2319,97398
2050-08-17,Luis,Centro,Impresora,35,2775,97125
2050-08-18,Luis,Oeste,Smartphone,46,281,12926
2050-08-19,Ana,Este,Monitor,5,990,4950
2050-08-20,Lucía,Centro,Impresora,11,1263,13893
2050-08-21,Ana,Oeste,Monitor,16,2634,42144
2050-08-22,María,Este,Monitor,10,2987,29870
2050-08-23,María,Norte,Laptop,32,2798,89536
2050-08-24,Pedro,Centro,Smartphone,41,1701,69741
2050-08-25,Pedro,Sur,Monitor,43,1830,78690
2050-08-26,Luis,Norte,Impresora,44,1989,87516
2050-08-27,Lucía,Oeste,Tablet,38,2758,104804
2050-08-28,Lucía,Este,Laptop,26,641,16666
2050-08-29,Ana,Este,Tablet,9,497,4473
2050-08-30,Lucía,Norte,Impresora,23,398,9154
2050-08-31,María,Oeste,Monitor,25,320,8000
2050-09-01,Pedro,Oeste,Tablet,15,1244,18660
2050-09-02,Luis,Oeste,Monitor,30,288,8640
2050-09-03,Pedro,Este,Monitor,3,475,1425
2050-09-04,Jorge,Oeste,Impresora,48,522,25056
2050-09-05,Ana,Norte,Smartphone,27,196,5292
2050-09-06,Luis,Este,Tablet,30,2722,81660
2050-09-07,Jorge,Oeste,Impresora,21,1005,21105
2050-09-08,Luis,Oeste,Laptop,33,2731,90123
2050-09-09,Ana,Sur,Impresora,48,166,7968
2050-09-10,Ana,Sur,Smartphone,38,1221,46398
2050-09-11,Luis,Este,Impresora,9,1889,17001
2050-09-12,María,Este,Laptop,45,1964,88380
2050-09-13,Pedro,Norte,Impresora,32,746,23872
2050-09-14,Luis,Centro,Impresora,27,1404,37908
2050-09-15,Jorge,Norte,Tablet,45,2428,109260
2050-09-16,María,Este,Monitor,9,2344,21096
2050-09-17,María,Norte,Impresora,36,825,29700
2050-09-18,Luis,Norte,Laptop,34,1016,34544
2050-09-19,Pedro,Sur,Monitor,49,2270,111230
2050-09-20,Pedro,Centro,Laptop,16,2327,37232
2050-09-21,Jorge,Este,Smartphone,27,2243,60561
2050-09-22,Ana,Norte,Laptop,21,982,20622
2050-09-23,Luis,Oeste,Laptop,41,1426,58466
2050-09-24,María,Oeste,Smartphone,13,2209,28717
2050-09-25,Pedro,Este,Smartphone,43,1078,46354
2050-09-26,Ana,Centro,Monitor,4,945,3780
2050-09-27,Luis,Norte,Smartphone,7,771,5397
2050-09-28,María,Centro,Tablet,7,716,5012
2050-09-29,Pedro,Sur,Laptop,46,960,44160
2050-09-30,Luis,Oeste,Laptop,19,158,3002
2050-10-01,Ana,Sur,Impresora,42,2675,112350
2050-10-02,Pedro,Este,Monitor,44,192,8448
2050-10-03,María,Norte,Impresora,1,2083,2083
2050-10-04,María,Oeste,Monitor,5,2043,10215
2050-10-05,María,Sur,Tablet,6,2369,14214
2050-10-06,Luis,Sur,Smartphone,45,2319,104355
2050-10-07,Ana,Norte,Monitor,22,2755,60610
2050-10-08,Lucía,Este,Smartphone,32,1119,35808
2050-10-09,Luis,Este,Tablet,20,2484,49680
2050-10-10,Lucía,Oeste,Smartphone,43,198,8514
2050-10-11,Luis,Este,Impresora,2,2846,5692
2050-10-12,María,Este,Impresora,12,1374,16488
2050-10-13,Pedro,Norte,Laptop,15,290,4350
2050-10-14,Pedro,Este,Tablet,39,420,16380
2050-10-15,Lucía,Centro,Smartphone,45,392,17640
2050-10-16,María,Norte,Impresora,30,324,9720
2050-10-17,María,Centro,Monitor,45,1720,77400
2050-10-18,María,Este,Monitor,35,2306,80710
2050-10-19,Ana,Este,Tablet,2,1255,2510
2050-10-20,Jorge,Sur,Smartphone,2,1045,2090
2050-10-21,Jorge,Centro,Laptop,16,1213,19408
2050-10-22,María,Sur,Impresora,2,628,1256
2050-10-23,Jorge,Sur,Tablet,3,1365,4095
2050-10-24,Ana,Este,Impresora,39,2430,94770
2050-10-25,Ana,Centro,Impresora,41,1029,42189
2050-10-26,Jorge,Norte,Monitor,21,1169,24549
2050-10-27,Jorge,Centro,Tablet,18,2607,46926
2050-10-28,María,Oeste,Tablet,10,1571,15710
2050-10-29,Ana,Centro,Impresora,45,2965,133425
2050-10-30,Jorge,Oeste,Laptop,36,286,10296
2050-10-31,Jorge,Sur,Smartphone,6,1924,11544
2050-11-01,Luis,Este,Impresora,11,1280,14080
2050-11-02,Luis,Centro,Tablet,13,242,3146
2050-11-03,Lucía,Oeste,Laptop,45,424,19080
2050-11-04,Jorge,Norte,Laptop,21,802,16842
2050-11-05,Luis,Este,Tablet,5,1491,7455
2050-11-06,Jorge,Norte,Tablet,34,2300,78200
2050-11-07,Ana,Sur,Tablet,43,1587,68241
2050-11-08,María,Oeste,Laptop,29,2653,76937
2050-11-09,Ana,Oeste,Monitor,21,1470,30870
2050-11-10,Ana,Este,Impresora,13,2370,30810
2050-11-11,María,Norte,Monitor,17,180,3060
2050-11-12,Luis,Centro,Impresora,27,1532,41364
2050-11-13,María,Norte,Tablet,37,2897,107189
2050-11-14,Ana,Norte,Monitor,13,1497,19461
2050-11-15,Jorge,Norte,Smartphone,49,1258,61642
2050-11-16,María,Oeste,Monitor,24,1142,27408
2050-11-17,Jorge,Oeste,Impresora,22,735,16170
2050-11-18,Pedro,Norte,Tablet,1,195,195
2050-11-19,Jorge,Este,Tablet,40,2497,99880
2050-11-20,Lucía,Oeste,Monitor,31,1705,52855
2050-11-21,Ana,Norte,Tablet,27,1642,44334
2050-11-22,Lucía,Oeste,Smartphone,22,1004,22088
2050-11-23,Pedro,Este,Tablet,15,2677,40155
2050-11-24,Ana,Sur,Monitor,19,2127,40413
2050-11-25,Ana,Centro,Impresora,25,357,8925
2050-11-26,Jorge,Norte,Laptop,43,843,36249
2050-11-27,Pedro,Oeste,Tablet,38,199,7562
2050-11-28,María,Sur,Monitor,22,312,6864
2050-11-29,María,Oeste,Laptop,38,1971,74898
2050-11-30,Ana,Sur,Monitor,35,1311,45885
2050-12-01,Jorge,Sur,Impresora,43,1387,59641
2050-12-02,Lucía,Centro,Impresora,13,813,10569
2050-12-03,Luis,Este,Monitor,1,1100,1100
2050-12-04,Pedro,Centro,Smartphone,46,948,43608
2050-12-05,María,Este,Monitor,31,1418,43958
2050-12-06,Jorge,Oeste,Laptop,32,364,11648
2050-12-07,Jorge,Este,Laptop,40,676,27040
2050-12-08,Ana,Centro,Monitor,20,259,5180
2050-12-09,Lucía,Centro,Impresora,11,2611,28721
2050-12-10,Jorge,Norte,Smartphone,16,413,6608
2050-12-11,Luis,Este,Smartphone,35,2490,87150
2050-12-12,Ana,Oeste,Tablet,16,1472,23552
2050-12-13,Luis,Este,Impresora,40,231,9240
2050-12-14,Pedro,Centro,Laptop,19,359,6821
2050-12-15,Lucía,Oeste,Smartphone,48,1074,51552
2050-12-16,Lucía,Centro,Laptop,36,772,27792
2050-12-17,Ana,Sur,Laptop,44,1438,63272
2050-12-18,Jorge,Sur,Smartphone,18,1301,23418
2050-12-19,Ana,Centro,Laptop,8,1499,11992
2050-12-20,Luis,Centro,Monitor,6,1164,6984
2050-12-21,Lucía,Centro,Smartphone,20,2242,44840
2050-12-22,Pedro,Centro,Tablet,41,587,24067
2050-12-23,Luis,Este,Laptop,41,280,11480
2050-12-24,Lucía,Centro,Tablet,28,2517,70476
2050-12-25,Pedro,Sur,Smartphone,16,738,11808
2050-12-26,Lucía,Oeste,Impresora,9,1512,13608
2050-12-27,Pedro,Oeste,Monitor,37,1960,72520
2050-12-28,Pedro,Oeste,Laptop,49,2315,113435
2050-12-29,Ana,Este,Smartphone,49,2277,111573
2050-12-30,María,Sur,Laptop,18,478,8604
2050-12-31,Ana,Sur,Monitor,13,2055,26715
2051-01-01,Pedro,Este,Laptop,39,851,33189
2051-01-02,Pedro,Sur,Impresora,36,1642,59112
2051-01-03,Jorge,Centro,Monitor,30,2328,69840
2051-01-04,Jorge,Este,Laptop,3,1024,3072
2051-01-05,María,Oeste,Smartphone,22,2407,52954
2051-01-06,María,Centro,Tablet,44,1504,66176
2051-01-07,Lucía,Sur,Smartphone,36,1928,69408
2051-01-08,Lucía,Sur,Laptop,23,2170,49910
2051-01-09,María,Este,Monitor,26,2630,68380
2051-01-10,Luis,Norte,Tablet,15,1752,26280
2051-01-11,Lucía,Norte,Impresora,4,1070,4280
2051-01-12,Ana,Centro,Laptop,46,2691,123786
2051-01-13,María,Oeste,Laptop,15,2105,31575
2051-01-14,Jorge,Norte,Monitor,33,1425,47025
2051-01-15,Jorge,Este,Monitor,26,2391,62166
2051-01-16,Pedro,Oeste,Smartphone,6,2203,13218
2051-01-17,Lucía,Oeste,Laptop,24,1111,26664
2051-01-18,Lucía,Norte,Monitor,38,2749,104462
2051-01-19,Pedro,Norte,Tablet,37,1287,47619
2051-01-20,Pedro,Centro,Tablet,30,1648,49440
2051-01-21,Luis,Norte,Smartphone,26,500,13000
2051-01-22,Lucía,Este,Monitor,20,2297,45940
2051-01-23,María,Centro,Monitor,3,2471,7413
2051-01-24,Ana,Este,Laptop,31,929,28799
2051-01-25,Lucía,Sur,Laptop,1,318,318
2051-01-26,Luis,Este,Laptop,15,330,4950
2051-01-27,Ana,Oeste,Monitor,43,2471,106253
2051-01-28,Lucía,Norte,Monitor,17,2290,38930
2051-01-29,Lucía,Sur,Tablet,48,1384,66432
2051-01-30,Ana,Este,Smartphone,18,1310,23580
2051-01-31,Jorge,Oeste,Monitor,39,2713,105807
2051-02-01,María,Oeste,Tablet,29,2184,63336
2051-02-02,María,Este,Laptop,28,2813,78764
2051-02-03,Ana,Centro,Laptop,17,2317,39389
2051-02-04,Ana,Este,Monitor,14,2128,29792
2051-02-05,Jorge,Este,Laptop,4,2306,9224
2051-02-06,Luis,Este,Smartphone,45,2802,126090
2051-02-07,Pedro,Este,Smartphone,7,891,6237
2051-02-08,Jorge,Centro,Laptop,49,173,8477
2051-02-09,Jorge,Oeste,Impresora,14,604,8456
2051-02-10,Luis,Este,Laptop,33,2119,69927
2051-02-11,Jorge,Sur,Smartphone,7,308,2156
2051-02-12,Pedro,Norte,Smartphone,38,2933,111454
2051-02-13,Pedro,Sur,Tablet,36,841,30276
2051-02-14,Jorge,Sur,Impresora,46,2483,114218
2051-02-15,Ana,Este,Monitor,36,452,16272
2051-02-16,Pedro,Norte,Monitor,37,1793,66341
2051-02-17,Pedro,Centro,Impresora,29,783,22707
2051-02-18,María,Norte,Smartphone,10,696,6960
2051-02-19,Luis,Centro,Monitor,41,1114,45674
2051-02-20,Jorge,Sur,Laptop,7,2151,15057
2051-02-21,Luis,Centro,Tablet,18,1184,21312
2051-02-22,Luis,Oeste,Monitor,23,1430,32890
2051-02-23,Jorge,Norte,Monitor,32,2560,81920
2051-02-24,Jorge,Este,Tablet,37,460,17020
2051-02-25,Pedro,Norte,Smartphone,41,459,18819
2051-02-26,María,Oeste,Laptop,18,1007,18126
2051-02-27,Ana,Norte,Impresora,38,2583,98154
2051-02-28,Pedro,Oeste,Monitor,30,260,7800
2051-03-01,Pedro,Sur,Impresora,21,2306,48426
2051-03-02,Luis,Oeste,Monitor,39,767,29913
2051-03-03,Jorge,Sur,Impresora,13,2354,30602
2051-03-04,Pedro,Sur,Laptop,42,1913,80346
2051-03-05,Jorge,Norte,Smartphone,29,425,12325
2051-03-06,Jorge,Centro,Tablet,1,1965,1965
2051-03-07,María,Oeste,Laptop,3,2124,6372
2051-03-08,Lucía,Este,Smartphone,41,2894,118654
2051-03-09,Luis,Este,Smartphone,17,1550,26350
2051-03-10,María,Norte,Tablet,46,2528,116288
2051-03-11,Jorge,Este,Tablet,11,2920,32120
2051-03-12,Luis,Este,Monitor,39,162,6318
2051-03-13,Lucía,Norte,Smartphone,17,749,12733
2051-03-14,Jorge,Norte,Smartphone,40,2865,114600
2051-03-15,Ana,Este,Smartphone,18,375,6750
2051-03-16,Pedro,Sur,Laptop,40,333,13320
2051-03-17,Pedro,Centro,Tablet,2,738,1476
2051-03-18,María,Oeste,Tablet,7,2921,20447
2051-03-19,Jorge,Este,Impresora,33,181,5973
2051-03-20,Lucía,Este,Tablet,14,2423,33922
2051-03-21,Luis,Norte,Smartphone,25,1073,26825
2051-03-22,Ana,Este,Laptop,14,2347,32858
2051-03-23,Jorge,Este,Impresora,49,1900,93100
2051-03-24,Ana,Sur,Monitor,49,1397,68453
2051-03-25,Pedro,Centro,Smartphone,6,2160,12960
2051-03-26,Pedro,Sur,Monitor,31,1596,49476
2051-03-27,Pedro,Norte,Impresora,35,2563,89705
2051-03-28,María,Centro,Impresora,32,504,16128
2051-03-29,Luis,Sur,Laptop,5,1537,7685
2051-03-30,María,Centro,Smartphone,15,1338,20070
2051-03-31,Lucía,Sur,Smartphone,31,153,4743
2051-04-01,Luis,Sur,Laptop,21,2745,57645
2051-04-02,Pedro,Sur,Laptop,5,2005,10025
2051-04-03,Jorge,Norte,Laptop,3,1965,5895
2051-04-04,Luis,Este,Impresora,34,478,16252
2051-04-05,Lucía,Oeste,Impresora,6,2876,17256
2051-04-06,Ana,Oeste,Smartphone,1,1336,1336
2051-04-07,Ana,Norte,Impresora,22,1234,27148
2051-04-08,Jorge,Norte,Tablet,41,280,11480
2051-04-09,Jorge,Este,Impresora,21,163,3423
2051-04-10,Ana,Oeste,Impresora,1,2716,2716
2051-04-11,Ana,Sur,Monitor,44,1940,85360
2051-04-12,María,Este,Impresora,22,1773,39006
2051-04-13,Ana,Sur,Monitor,14,1427,19978
2051-04-14,Lucía,Norte,Smartphone,39,2371,92469
2051-04-15,María,Centro,Smartphone,5,420,2100
2051-04-16,Pedro,Centro,Tablet,47,1587,74589
2051-04-17,Pedro,Centro,Monitor,40,1948,77920
2051-04-18,Jorge,Sur,Tablet,36,2966,106776
2051-04-19,Pedro,Centro,Smartphone,42,1451,60942
2051-04-20,Luis,Centro,Monitor,5,2976,14880
2051-04-21,Jorge,Centro,Laptop,13,1115,14495
2051-04-22,Pedro,Sur,Smartphone,48,2145,102960
2051-04-23,Pedro,Sur,Tablet,12,1092,13104
2051-04-24,Pedro,Centro,Impresora,5,162,810
2051-04-25,Ana,Este,Smartphone,44,2482,109208
2051-04-26,Pedro,Este,Laptop,20,1771,35420
2051-04-27,Jorge,Centro,Laptop,39,2401,93639
2051-04-28,Luis,Centro,Monitor,7,345,2415
2051-04-29,Luis,Norte,Impresora,29,896,25984
2051-04-30,María,Sur,Impresora,9,1973,17757
2051-05-01,Pedro,Norte,Tablet,46,1487,68402
2051-05-02,Lucía,Norte,Monitor,27,1302,35154
2051-05-03,Lucía,Sur,Monitor,36,419,15084
2051-05-04,Pedro,Oeste,Tablet,11,1082,11902
2051-05-05,Jorge,Norte,Laptop,16,2426,38816
2051-05-06,Ana,Este,Laptop,4,984,3936
2051-05-07,Pedro,Centro,Smartphone,15,1841,27615
2051-05-08,Pedro,Centro,Laptop,10,2346,23460
2051-05-09,Pedro,Norte,Monitor,46,1377,63342
2051-05-10,Jorge,Sur,Smartphone,46,2086,95956
2051-05-11,María,Norte,Monitor,49,413,20237
2051-05-12,Luis,Oeste,Monitor,1,2165,2165
2051-05-13,Ana,Oeste,Monitor,45,1664,74880
2051-05-14,María,Norte,Monitor,41,881,36121
2051-05-15,Lucía,Sur,Impresora,9,1157,10413
2051-05-16,Lucía,Centro,Monitor,20,952,19040
2051-05-17,Jorge,Oeste,Impresora,26,2859,74334
2051-05-18,Lucía,Este,Tablet,45,2130,95850
2051-05-19,Lucía,Sur,Tablet,14,920,12880
2051-05-20,Ana,Sur,Tablet,37,1016,37592
2051-05-21,María,Norte,Tablet,29,2246,65134
2051-05-22,Pedro,Norte,Monitor,21,2776,58296
2051-05-23,Luis,Centro,Monitor,38,1311,49818
2051-05-24,María,Sur,Tablet,20,740,14800
2051-05-25,Ana,Norte,Impresora,5,1891,9455
2051-05-26,Lucía,Centro,Monitor,39,2264,88296
2051-05-27,Pedro,Oeste,Laptop,19,277,5263
2051-05-28,Ana,Este,Laptop,38,937,35606
2051-05-29,María,Sur,Laptop,9,1189,10701
2051-05-30,María,Centro,Smartphone,35,2307,80745
2051-05-31,Ana,Este,Impresora,25,2828,70700
2051-06-01,Lucía,Este,Laptop,6,158,948
2051-06-02,Lucía,Sur,Monitor,2,2521,5042
2051-06-03,Luis,Sur,Laptop,45,594,26730
2051-06-04,Jorge,Sur,Tablet,16,1649,26384
2051-06-05,Jorge,Centro,Impresora,48,2212,106176
2051-06-06,Ana,Norte,Monitor,16,2119,33904
2051-06-07,María,Norte,Monitor,47,2863,134561
2051-06-08,María,Este,Impresora,22,2283,50226
2051-06-09,Luis,Norte,Tablet,38,1197,45486
2051-06-10,Luis,Centro,Smartphone,6,2536,15216
2051-06-11,Pedro,Oeste,Monitor,20,1860,37200
2051-06-12,Jorge,Este,Monitor,4,1026,4104
2051-06-13,Lucía,Centro,Laptop,7,651,4557
2051-06-14,Lucía,Centro,Impresora,45,1960,88200
2051-06-15,María,Centro,Impresora,31,396,12276
2051-06-16,Jorge,Este,Monitor,12,199,2388
2051-06-17,María,Oeste,Laptop,34,867,29478
2051-06-18,Jorge,Norte,Impresora,20,860,17200
2051-06-19,Lucía,Centro,Smartphone,48,1824,87552
2051-06-20,Lucía,Oeste,Smartphone,28,483,13524
2051-06-21,Luis,Norte,Laptop,4,1686,6744
2051-06-22,Ana,Sur,Impresora,44,471,20724
2051-06-23,Luis,Sur,Laptop,17,2917,49589
2051-06-24,Ana,Este,Laptop,28,751,21028
2051-06-25,Luis,Oeste,Laptop,7,210,1470
2051-06-26,Lucía,Norte,Laptop,25,950,23750
2051-06-27,Pedro,Sur,Monitor,33,2116,69828
2051-06-28,Jorge,Oeste,Monitor,26,1117,29042
2051-06-29,Luis,Este,Smartphone,38,2330,88540
2051-06-30,Lucía,Centro,Monitor,5,1210,6050
2051-07-01,Luis,Centro,Impresora,41,1326,54366
2051-07-02,Pedro,Centro,Monitor,46,1803,82938
2051-07-03,Ana,Sur,Laptop,5,2374,11870
2051-07-04,Pedro,Sur,Laptop,11,2048,22528
2051-07-05,Pedro,Este,Tablet,29,2905,84245
2051-07-06,Lucía,Este,Monitor,10,886,8860
2051-07-07,Ana,Sur,Laptop,19,2678,50882
2051-07-08,Ana,Este,Laptop,26,1775,46150
2051-07-09,Lucía,Este,Impresora,24,1495,35880
2051-07-10,Jorge,Sur,Smartphone,1,1574,1574
2051-07-11,Pedro,Centro,Tablet,16,375,6000
2051-07-12,Lucía,Este,Tablet,6,1240,7440
2051-07-13,Lucía,Norte,Laptop,25,1413,35325
2051-07-14,Pedro,Centro,Laptop,20,1385,27700
2051-07-15,María,Norte,Monitor,23,923,21229
2051-07-16,Jorge,Norte,Laptop,46,1715,78890
2051-07-17,Pedro,Norte,Laptop,40,2161,86440
2051-07-18,Jorge,Oeste,Impresora,31,2732,84692
2051-07-19,Lucía,Centro,Laptop,39,2437,95043
2051-07-20,María,Oeste,Smartphone,2,213,426
2051-07-21,Ana,Norte,Tablet,5,1919,9595
