,Cherry,Mango,Banana,Guava,Litchi,Wastage
1377,5188,43394,19577,12038,34134,42708
1378,5205,31461,3402,40197,12740,7733
1379,31364,23524,31169,28650,48710,29469
1380,45496,11090,17443,5413,12968,11612
1381,28146,7034,46944,12662,9844,48493
1382,19464,40028,30983,15951,5118,35356
1383,28595,26186,17182,39062,41159,45201
1384,45789,19404,26448,43018,7885,9836
1385,20540,36126,41497,27958,36378,34363
1386,9984,11367,15805,27509,14284,21140
1387,40659,19981,6183,38236,32040,30446
1388,41967,24338,19928,6278,17466,22838
1389,5255,47037,9365,15001,42340,32248
1390,40956,49406,23827,17840,40650,21496
1391,19327,5550,21972,23264,47502,23873
1392,34304,18340,38451,7138,12501,20559
1393,35362,34214,34740,7550,23010,28280
1394,36154,48101,43168,12991,20314,27259
1395,27027,20274,5050,6912,7268,31632
1396,24294,44913,49595,18831,12957,16665
1397,49141,32671,47726,28820,15393,19461
1398,5921,26445,26260,10911,32765,31035
1399,27610,44787,49814,17615,18936,16559
1400,14804,14770,861,32956,20966,31515
1401,15599,37254,15430,41014,6001,21964
1402,15440,48219,25097,22319,38620,27635
1403,6281,17492,1337,40112,32330,27201
1404,18456,43731,28987,11030,23640,34543
1405,11354,49242,27028,25612,12712,13766
1406,47662,19689,7048,24429,41120,25887
1407,10045,30526,3247,20605,42681,9156
1408,37721,39363,1878,10496,22669,26649
1409,48106,43445,26929,24426,36447,32917
1410,40727,28398,17678,25786,31499,13804
1411,32797,32876,48445,19544,26470,30202
1412,16697,17548,37364,7294,31018,30034
1413,31603,29264,25027,8678,34850,18974
1414,37914,40791,48293,31731,29852,27380
1415,44289,8424,5689,33156,21663,36331
1416,6462,37891,45285,35504,28994,36559
1417,25441,14086,2224,33987,37741,14636
1418,10808,9783,7827,18799,41150,16435
1419,22005,47931,13960,23106,30217,25161
1420,26289,10239,46964,12762,18907,19387
1421,27883,34040,28950,16618,21639,31673
1422,49815,13991,17774,5471,12736,18449
1423,25239,40848,45122,32129,43944,15074
1424,7694,16606,21375,15760,35808,7076
1425,32813,16449,46778,43881,6357,5459
1426,24008,11154,33634,39719,41184,37461
1427,11318,37240,25477,31202,17304,24432
1428,5247,14085,44103,16912,36122,39364
1429,22709,17914,11743,17186,29561,43706
1430,16922,44519,16565,28319,36579,17595
1431,26678,14943,41784,29911,46389,11576
1432,38106,13151,33806,12650,32954,44135
1433,38242,46513,704,25547,23996,8661
1434,33073,9750,43171,23403,5493,21315
1435,7876,6903,8519,48754,37285,15593
1436,29441,6239,34550,11738,43548,14795
1437,45871,20782,35581,42455,46378,37026
1438,8387,7239,46032,15138,45970,42192
1439,23252,24338,41577,36217,15008,41509
1440,36291,7221,47369,9891,22625,25644
1441,9887,31570,22873,37284,44635,39590
1442,24073,28958,35829,21793,20436,15565
1443,45949,9653,4879,15484,32604,13121
1444,17360,23491,22757,15859,46140,23650
1445,30299,46861,34239,40728,27487,17371
1446,38956,44925,24309,27307,11491,31590
1447,9209,31378,27011,23967,8104,39081
1448,33763,6468,32175,22872,42825,41496
1449,38032,35993,47915,11916,32533,20937
1450,40979,28965,22962,48396,43341,23396
1451,40087,49742,4369,31861,7318,16554
1452,39290,40596,41404,38522,41310,15491
1453,15296,5312,34142,31415,19905,48135
1454,45983,32409,16496,44828,37277,36799
1455,18618,34935,5620,41982,45801,8575
1456,10914,46060,21479,36620,30216,29832
1457,25559,39378,41908,5184,49535,15110
1458,37907,10308,44857,21033,16914,25523
1459,8463,35179,42297,44083,19221,33039
1460,21229,11460,47261,11146,49383,17889
1461,26783,40153,27719,13067,46375,40395
1462,16470,39186,45506,21272,49941,25436
1463,41075,6205,32745,21073,25884,42351
1464,41291,33047,36251,34715,16586,39608
1465,40522,20914,47905,14263,46573,48913
1466,41108,48581,47830,17393,17320,17398
1467,11030,41604,15839,41920,38903,12670
1468,29449,43486,42282,44995,38932,25316
1469,16962,41286,48963,36372,39230,20402
1470,7572,35722,2214,34892,27225,38133
1471,12485,17136,41063,49125,13790,47623
1472,25790,42703,15048,5038,35684,44818
1473,17241,37020,1487,16246,10974,23944
1474,29580,32822,49468,29758,5224,33296
1475,20370,20146,22205,7861,14381,26342
1476,29091,30276,19437,27458,6028,34215
1477,45820,41671,22477,13001,9166,34542
1478,35685,18342,38077,37125,23828,14573
1479,13010,45893,48105,10180,45132,20046
1480,20199,37514,1020,22677,11274,8318
1481,37980,27193,34178,21034,14500,23212
1482,38580,17789,29539,7926,6352,42285
1483,13183,19859,17519,46682,26811,18429
1484,20521,14821,8517,46483,26694,47883
1485,35858,47870,42189,38722,16789,41897
1486,13169,27268,33569,25886,18873,32973
1487,34559,17177,7024,14414,22590,12185
1488,22284,25906,45133,5713,23089,27954
1489,23128,33568,19610,46775,43226,8080
1490,49148,9075,3698,5611,38316,30873
1491,37282,14435,41744,23404,10408,21236
1492,24736,41889,2009,16449,30825,14393
1493,9853,9684,45564,11174,34966,43929
1494,6478,23897,29413,9801,28220,23749
1495,15213,18568,36532,32567,19633,19310
1496,37949,36961,39372,20864,18819,32228
1497,39998,46025,9424,23762,19223,7721
1498,36856,10188,17997,12996,15237,16587
1499,24255,43892,45772,11314,47595,25731
1500,9960,15088,9584,28605,41342,27332
1501,26117,23291,27611,44208,22563,41719
1502,38863,11589,43079,21916,33666,33165
1503,47319,8862,42140,20256,30475,43674
1504,43246,20788,3825,47623,47388,35533
1505,25822,41858,4234,7726,29320,11487
1506,18069,45113,6284,42595,39401,19195
1507,15757,14800,49311,38736,42647,39219
1508,31968,34603,30962,39886,30177,21745
1509,21606,31451,33684,17817,12723,18607
1510,18962,13334,49096,42624,5690,12834
1511,5088,19690,31589,13566,7464,37037
1512,19892,26356,2354,5578,8888,22676
1513,18730,11216,33445,12455,46784,5573
1514,24167,9818,11103,11413,24060,43542
1515,36692,43249,9066,30374,22196,40493
1516,29038,37794,15723,26356,45878,40552
1517,39051,13815,17956,18863,39555,9339
1518,48900,45017,16876,34852,44660,24163
1519,13156,35159,23711,49202,12676,38484
1520,41161,26898,28478,35565,47801,18970
1521,27775,25250,37886,41178,27021,47496
1522,27835,38580,39419,6097,6796,40987
1523,27401,41012,5039,8647,48883,46675
1524,39432,11288,45376,17351,13933,18657
1525,17186,16892,41522,41510,34417,23031
1526,6382,13170,4853,37566,26101,22170
1527,9140,39790,15406,36918,26546,25827
1528,42190,40182,23331,44294,11594,20128
1529,11354,6204,49625,17359,42619,45345
1530,46322,10761,27154,12297,25009,38255
1531,43155,12867,25883,29311,41265,8846
1532,27982,35200,26768,15495,7295,31332
1533,17482,36759,568,18293,19961,12789
1534,49044,16321,9167,6218,32893,35043
1535,17342,40861,14896,19414,28277,32805
1536,44932,16262,16729,14163,26416,14418
1537,20299,28362,23098,47366,24676,16164
1538,18939,6571,47272,20002,13013,46624
1539,34728,17722,12816,47728,28549,26841
1540,20852,13768,40176,41314,9032,23022
1541,30642,35105,41316,20173,26353,47900
1542,42539,38432,20510,43854,14009,27316
1543,35250,44663,47714,31508,31713,43209
1544,7685,27987,5083,34394,35307,18666
1545,12813,16482,8597,34772,49535,41565
1546,34926,29522,28647,28137,8359,15865
1547,26289,25316,17355,34499,27783,49896
1548,24549,14776,15769,8812,21751,13888
1549,17908,16692,3478,30886,32940,30676
1550,43053,8760,12998,32097,28971,16513
1551,7079,13192,41998,32064,15119,20426
1552,42710,5329,38000,29821,41144,13150
1553,43752,43797,48056,46904,8762,41550
1554,16957,29676,46309,14080,31508,14311
1555,21456,32038,13534,42449,49881,24250
1556,9992,30097,5841,9055,32918,29590
1557,11754,7319,26171,27169,12189,38250
1558,33529,46562,33084,5680,28793,5953
1559,42700,18362,38278,10008,31280,21029
1560,31146,25611,31990,46286,12020,34157
1561,16372,23496,48752,6243,48116,35753
1562,36667,13928,39841,7553,8181,38253
1563,30543,20224,13046,31192,7892,24663
1564,32481,20887,30244,36475,38672,14543
1565,28853,28380,13293,16294,45911,25082
1566,9353,49154,13151,40435,24752,27312
1567,22813,8206,1910,36779,27989,42828
1568,41127,48913,5598,46140,38630,14919
1569,22472,24066,44427,26291,44745,40508
1570,16157,48305,19392,49339,7866,41072
1571,24458,44120,44393,40364,41362,45783
1572,24069,14956,47579,25627,32686,6217
1573,20002,49860,33051,28001,30737,36971
1574,33245,21171,8343,45649,27467,26877
1575,8875,21373,4672,41086,11982,10824
1576,27121,18884,46191,12291,41021,9235
1577,49412,39142,29543,13696,15948,25599
1578,46249,25143,24167,46591,42353,20393
1579,29831,43978,27327,26493,37141,40095
1580,33682,21251,42584,17563,45305,33084
1581,48439,22353,30454,33512,43560,43305
1582,43911,18250,21144,40130,15700,42133
1583,22654,45844,28726,32356,24898,37319
1584,30451,47403,34846,45948,6073,20354
1585,37290,20705,32313,16218,37195,8119
1586,47733,29401,4622,40257,45615,40397
1587,47388,13243,7016,34438,42654,15401
1588,13312,32806,30291,30120,25737,49526
1589,35907,39670,33966,38395,41838,48057
1590,46077,32459,38475,8502,31309,13669
1591,46859,10595,27034,26923,20613,40101
1592,27279,17531,4181,11612,45818,26913
1593,20846,27171,38868,45748,37433,14022
1594,17415,22932,12212,19205,46779,17862
1595,46273,26919,46362,23256,7478,27662
1596,6375,22712,5389,28496,46480,26035
1597,46291,43207,6791,27625,34527,11234
1598,24880,5578,43329,16921,20706,32160
1599,21174,8865,6211,49870,13716,46435
1600,45688,32186,2108,35851,27937,14457
1601,45580,21531,44560,43216,5020,45443
1602,25419,34224,42445,23882,7332,34603
1603,8732,25661,9688,6073,16374,26330
1604,41021,8100,1576,28686,27904,20683
1605,33637,20934,39783,38097,15464,44034
1606,28725,23685,27209,42600,31958,39611
1607,8641,6270,27626,17759,32520,43643
1608,45086,40915,43355,7761,12011,13685
1609,25690,18743,4917,34908,29507,37738
1610,21370,10737,6375,24620,19892,22813
1611,25990,38195,5984,13088,47218,19082
1612,46377,32970,10851,20367,38901,44633
1613,8686,13362,30706,10114,24368,8794
1614,14842,15022,24449,45811,46842,11952
1615,6974,39636,9706,30698,26332,15477
1616,48583,10967,43611,11686,42605,45831
1617,36801,8499,14185,32332,37286,41345
1618,48055,27291,40608,30152,14516,28088
1619,6299,28573,22618,40652,35807,15649
1620,21564,31288,14468,15384,21613,25589
1621,11872,27629,41445,35902,34384,29474
1622,45471,31796,34711,19801,47567,48167
1623,30782,29620,31537,30828,19628,10581
1624,34034,10588,4455,32550,6058,15711
1625,18815,17583,8946,28664,42721,29008
1626,19545,8560,16732,21376,7862,23582
1627,24616,9843,38228,19084,12871,25777
1628,21108,12159,21445,7732,7718,32819
1629,22392,41658,3227,40169,39652,49904
1630,13083,12967,12324,21257,21642,14676
1631,13447,6775,47803,47812,45827,38697
1632,12629,9405,43429,36348,14895,5272
1633,11304,17917,20119,21976,38464,20805
1634,20138,41613,18856,22645,28676,32545
1635,16074,35335,20381,42902,39881,31753
1636,32209,18768,20663,12140,24147,28244
1637,8337,43442,11015,11320,26782,32136
1638,22440,43539,3158,20402,34140,6106
1639,44750,24534,32799,21807,41861,44471
1640,36416,36060,48400,37990,18861,43677
1641,28483,27691,49986,11555,32827,44407
1642,23342,42149,40992,45690,22173,26576
1643,31569,32069,15163,12679,18743,21560
1644,34019,14373,12601,7242,36509,41570
1645,24478,33944,1206,15924,10029,21610
1646,44791,6930,18037,33269,43485,9549
1647,31832,46351,674,42309,6253,46239
1648,11290,12579,36532,47719,24719,28751
1649,22334,12033,8985,48616,19233,9583
1650,43559,7231,6901,14178,14690,47848
1651,33823,28716,42772,13208,19539,46729
1652,49572,35257,26563,46518,14290,15427
1653,36556,34386,11529,41556,27217,29742
1654,26254,43062,16753,40533,43133,28658
1655,6618,17249,2823,31149,9283,9610
1656,46266,9434,43911,22241,14367,5263
1657,42291,34249,15633,40895,33181,37755
1658,43428,14032,4163,32042,25359,43937
1659,45554,37919,47962,32406,9708,23987
1660,37727,48268,47955,15053,22740,10543
1661,16793,17921,27010,47973,45667,45035
1662,20906,29762,43206,10111,47187,14904
1663,18865,35854,39460,36799,40723,20344
1664,24934,26204,31113,37700,26434,45087
1665,38759,6112,36596,46345,5640,39383
1666,6509,47393,19047,45301,11740,10581
1667,6741,26070,14592,35830,18391,30271
1668,45022,48269,20641,37004,46527,27279
1669,40978,14247,15588,12981,22984,43418
1670,17675,6558,44530,30432,14393,21786
1671,38044,16395,44726,12812,44009,10817
1672,31919,46679,24120,27389,25788,11802
1673,26136,11818,7997,44991,15001,16629
1674,28750,29384,35658,6294,18090,46017
1675,30797,12364,49189,26608,8182,9984
1676,37776,17316,27928,31821,42164,29481
1677,11968,39155,17222,36755,24061,25684
1678,43853,34361,2826,11341,19656,17252
1679,5786,38689,43998,14846,42285,20318
1680,21307,11167,23576,11249,16500,5512
1681,21707,26838,32931,32485,20541,48727
1682,38751,29739,12131,24795,38055,30602
1683,14164,14346,32701,26260,42881,28367
1684,11987,36854,7045,49256,18059,48494
1685,34751,32280,41512,17803,42050,36565
1686,18197,10255,34284,43362,13726,48369
1687,38784,42416,44049,43623,9496,15827
1688,26826,38605,48842,8030,32326,27914
1689,18158,22653,4637,35635,28790,29532
1690,37612,26819,38312,44290,25001,35727
1691,45727,23495,42009,20177,34429,18231
1692,46296,39807,41379,17493,15491,24894
1693,7133,8122,44226,41215,48739,33079
1694,42340,14751,8540,48083,5757,19661
1695,9167,49135,48038,37070,34996,44603
1696,16417,37971,24711,9769,39807,14744
1697,19934,39922,26047,35519,5500,46098
1698,24605,17952,21099,21994,43987,13752
1699,42185,41135,14258,49730,24266,39355
1700,27741,47986,24467,32536,30758,8247
1701,19883,47296,9290,39910,16795,6790
1702,7277,7816,16563,47015,19694,6070
1703,40124,26627,30107,24299,12076,39258
1704,12624,27045,43828,27575,43987,30123
1705,40084,14703,28264,16810,36449,34584
1706,40779,27359,5370,25445,21801,44826
1707,30656,45800,2953,15117,46733,10406
1708,18915,6466,15102,21260,10745,34515
1709,45597,35465,2673,34716,35163,49913
1710,7126,11582,4572,36028,26085,43779
1711,44243,17456,8965,25792,25976,14064
1712,15501,14013,18218,40582,14838,11914
1713,48121,8470,18645,25940,15412,18731
1714,15742,24416,28532,34643,12630,43230
1715,29013,15886,39938,32433,17336,9125
1716,30283,37750,2116,15168,8455,46853
1717,20683,41144,40429,20723,5702,27550
1718,21485,6602,46612,29968,18070,43704
1719,36206,40914,28658,16189,22576,42578
1720,17444,26633,15011,30134,40565,27027
1721,24420,29881,28020,33183,48603,9617
1722,17762,23230,39908,42660,16277,46444
1723,6865,38100,706,21591,39298,10427
1724,41434,32484,3642,40655,25732,37936
1725,34095,9120,25733,42754,8923,14322
1726,13147,42941,2438,45487,14485,49940
1727,16893,36574,26903,11447,41043,18440
1728,44571,20200,31444,46217,34153,48903
1729,24956,28035,36725,35418,49606,29767
1730,48446,30895,16745,19564,42483,44623
1731,10443,33837,38734,29945,8787,38072
1732,23142,8357,41764,15362,43352,16146
1733,41707,42912,8860,15213,29508,33610
1734,46675,26889,36533,29435,38925,40956
1735,44990,24736,44125,36482,8309,39996
1736,21708,48523,37447,38797,43644,15964
1737,22520,26331,10094,43588,13487,23414
1738,37318,8990,21542,11228,22803,15682
1739,27590,38927,42139,48249,49280,49716
1740,20450,39638,29911,47966,28650,42098
1741,27401,11140,27447,6664,16186,35852
1742,40036,17668,29576,33047,18827,34164
1743,36537,40430,6802,25439,21794,33525
1744,38875,36959,13954,15900,44305,7726
1745,31613,24858,41152,47026,19896,5958
1746,18740,41911,3871,29112,24688,42156
1747,38803,11110,35395,48095,20713,49003
1748,29562,32086,4969,5614,45970,24524
1749,36752,30140,10591,6140,6898,9376
1750,23030,24776,4402,32051,7442,37441
1751,20889,23125,1682,20784,9338,26272
1752,43738,21566,49575,34992,43539,34287
1753,8206,22450,32377,21118,6803,15030
1754,24800,26346,30443,10810,10805,38149
1755,5665,32026,33868,12832,38479,5359
1756,42484,34472,27046,26233,21333,13618
1757,7024,33332,11027,23980,23466,18954
1758,7809,8810,27293,43212,29375,32151
1759,45590,48448,45599,31440,10932,48224
1760,31279,43354,49864,27317,47090,19577
1761,20883,39481,26795,32550,46787,48095
1762,6464,44312,4109,46006,49343,31414
1763,35343,49050,31818,10920,37326,17856
1764,25808,20372,35926,26497,21331,12304
1765,43253,9190,36920,41076,8052,45772
1766,17099,28482,27632,36092,29677,22022
1767,19877,49595,3091,35908,27286,47733
1768,21998,28522,49290,12568,8817,12352
1769,24391,9107,33227,28639,20212,27009
1770,32466,18550,43170,46998,37932,8847
1771,5923,14169,38022,33790,26372,14916
1772,5791,39143,47696,28817,8439,48870
1773,24432,34009,47599,29896,38458,17350
1774,16057,42975,4846,18920,38500,25106
1775,18779,25847,28841,13661,46191,32290
1776,16596,35469,34230,43682,42377,14783
1777,44735,39958,43983,22851,40194,43372
1778,32285,26929,26226,43622,31668,20087
1779,42202,15391,42834,30004,44041,30186
1780,28813,14357,12763,12400,39526,34051
1781,26335,45063,46180,6040,21083,42488
1782,26182,15413,16897,19628,45123,23156
1783,45908,8313,32428,20024,22406,16793
1784,31422,23931,43779,14185,42137,33373
1785,12281,16532,17908,8534,6714,33122
1786,8647,15791,25774,46308,17801,42447
1787,31277,25442,32568,7290,9117,33192
1788,49060,45948,40936,47381,22440,9407
1789,30739,14337,33821,47885,10180,8720
1790,6526,9830,16571,46291,12585,34574
1791,6976,34786,25654,26976,15942,34869
1792,35986,9845,48138,22611,6136,38708
1793,6515,11182,49330,25934,12626,48272
1794,32580,10477,1460,9631,17318,28236
1795,23818,36545,30010,8431,9403,31160
1796,48859,45582,41952,24377,37874,37384
1797,28427,35521,32720,35728,40550,24285
1798,26565,28129,32242,33595,19808,27204
1799,11950,36465,32438,33918,34573,31393
1800,31621,38457,34610,8725,24535,7384
1801,19425,47242,49101,14771,36234,12414
1802,19786,21847,37843,23255,46768,18038
1803,23131,9980,44919,41568,29064,17706
1804,26387,16137,19656,7252,33517,43136
1805,13697,19099,8335,48849,35300,9168
1806,6606,35267,8432,32165,21794,21041
1807,47813,45977,15050,47631,37210,36620
1808,20617,49864,32385,33545,23732,49586
1809,36830,13019,40346,26279,14976,26255
1810,14374,5057,38061,30149,29731,44572
1811,10953,26303,29089,27988,48699,48184
1812,31021,47123,42334,42484,18807,42846
1813,46380,40744,18498,42290,12795,9019
1814,30623,25941,17200,11921,5552,48935
1815,24537,27214,33776,45967,28406,8997
1816,19027,19938,8753,25487,28521,5632
1817,17895,35990,18845,30254,12143,35123
1818,17234,7023,44357,40456,5917,25232
1819,21557,10891,8358,27164,45044,7044
1820,12966,8652,29275,48294,17329,36758
1821,27511,22614,24003,32341,24644,39596
1822,47538,29303,2056,21393,10430,22199
1823,34108,15961,1271,28614,5119,23207
1824,20041,15623,42253,42609,20674,23537
1825,40672,28490,34180,24638,8634,26810
1826,10427,49691,30665,7157,46890,46136
1827,23043,5068,36616,46826,38808,30664
1828,32667,47171,23641,7230,13749,8275
1829,32597,42641,30092,21410,27816,11203
1830,22076,14039,26587,25524,5137,16586
1831,34102,23549,4988,16247,16982,11992
1832,39342,11076,30485,43021,30802,19675
1833,41996,23563,35397,32163,5652,16095
1834,36800,17064,2230,20303,48603,22153
1835,10706,10519,31280,24565,11981,48637
1836,29534,7982,4433,8008,14069,26042
1837,45479,16582,1936,40259,36353,24880
1838,14106,31288,24052,46448,27475,32047
1839,34814,49462,20270,17121,20494,32285
1840,15606,49884,48205,10127,22300,37131
1841,16445,22743,43773,16906,12996,44012
1842,44929,15293,28373,27415,22177,7064
1843,21368,43589,37283,31819,43676,46891
1844,40390,43566,21546,21489,30697,20767
1845,32127,26415,49853,25307,47697,17658
1846,10550,21020,43657,28705,9823,30789
1847,10054,15574,12742,45096,19445,7170
1848,9426,16589,12573,17731,8755,46688
1849,23878,7413,30262,40710,28677,29076
1850,13903,39117,3510,7146,6020,15296
1851,8907,43783,35858,17737,23608,38710
1852,45253,43390,30407,40113,27519,9407
1853,44319,10504,48831,6870,26590,20270
1854,27446,49638,1974,49080,40993,36500
1855,11169,29373,32554,12554,7538,33085
1856,12882,43415,42975,39010,18913,35149
1857,28181,24727,7446,39595,48184,14799
1858,32810,11523,17904,7814,27522,48915
1859,16282,44093,46964,47739,22711,29467
1860,9271,30243,27738,13559,23488,37251
1861,49404,42626,24312,17058,20921,30399
1862,9912,36999,36500,19122,33680,36088
1863,46186,20487,37499,30631,20362,22773
1864,35226,43715,27440,18250,39441,46616
1865,15409,47034,47557,8037,45469,25392
1866,18012,34305,4060,34667,39166,34380
1867,46239,35796,4605,38105,19048,27371
1868,7388,48380,25584,18928,45274,42161
1869,16221,31743,35683,39462,21910,23799
1870,33471,47442,7498,41943,34093,20960
1871,30526,47779,17675,21300,47579,47152
1872,38034,47496,30863,12047,22066,49985
1873,43563,32752,26820,9227,12231,35874
1874,36277,41059,1980,25253,29779,35403
1875,44290,28061,20621,26424,47582,32743
1876,49361,38529,17840,35757,18648,17003
1877,8288,32115,3229,37032,29266,10251
1878,8389,20808,22606,17345,46982,18977
1879,5918,27446,28284,6506,18823,17250
1880,49851,29810,22755,25639,47829,25558
1881,30836,42079,7802,18004,34201,7770
1882,18055,34455,49825,31251,45991,40471
1883,10288,27018,16184,18715,26012,24518
1884,24405,15618,30220,10254,41527,37109
1885,10940,7862,31883,26551,46788,45801
1886,48361,30522,36439,28021,20159,34138
1887,34395,30142,47464,27012,20758,39616
1888,24286,31944,48810,37256,33928,42643
1889,16040,25908,21423,44658,42576,6667
1890,44237,20796,38827,17208,24514,20798
1891,25708,34877,28183,23540,31845,30437
1892,19715,8971,29671,39794,33864,28626
1893,23660,48817,6739,9702,16496,18797
1894,38692,46386,43043,41246,7044,13168
1895,24674,19141,3217,32282,45597,37901
1896,27461,45575,3689,25299,40504,16506
1897,36411,8029,8913,48805,12382,15222
1898,34180,24136,3914,10210,49931,46660
1899,19816,14857,5621,22436,43110,7216
1900,22733,44284,19986,32846,45062,14639
1901,13363,47072,36491,5548,31159,20366
1902,9589,20482,43782,9893,37267,11311
1903,10674,25571,25688,28861,23747,34266
1904,40849,13249,32727,11858,19740,46693
1905,46706,9900,15599,34037,21470,32342
1906,28355,16392,17596,46400,9809,15334
1907,42000,13528,42498,27776,21046,38610
1908,20616,42689,8128,39452,43434,45326
1909,11242,18886,42140,7112,39608,20273
1910,14531,40644,33949,26664,43398,6409
1911,17831,16325,33274,12276,19268,15060
1912,33861,12822,25271,17692,36734,34342
1913,26016,34730,10852,12597,30045,35800
1914,24906,25874,33243,38508,37044,9290
1915,12964,21226,41701,8146,39562,21211
1916,21763,41832,13810,46205,32601,48886
1917,8687,46620,25375,18400,47019,35971
1918,27482,46858,18782,5790,19611,28307
1919,32215,36942,12822,32226,31957,16683
1920,39165,29950,13109,36523,32522,14330
1921,39678,49157,46937,42891,9712,28364
1922,15663,13498,19387,15773,21947,19720
1923,42021,44992,45228,31263,24835,14866
1924,7629,26947,1664,26160,31508,12190
1925,17647,6435,6437,39510,47680,32164
1926,25825,33873,15796,36440,16338,41945
1927,18673,32615,15000,38234,32978,37906
1928,11631,30631,25147,21487,29441,49120
1929,27044,20857,45932,18522,34206,38391
1930,37171,15560,12977,44678,46129,13103
1931,24570,9831,49829,20812,34362,39930
1932,39689,34069,2638,5744,42300,29552
1933,18845,43174,31156,25886,31443,11775
1934,36245,27665,39571,43854,8803,37821
1935,20594,27645,27301,48002,49061,45268
1936,49711,8272,37591,15693,5897,21259
1937,26561,12248,47253,13844,14781,18716
1938,11315,38318,2160,9487,39584,31628
1939,10759,28678,6107,36110,17937,26120
1940,14031,24022,41310,24921,44576,14900
1941,35830,22535,41361,29735,9928,6316
1942,16638,14095,6057,23051,46143,31630
1943,40657,27719,2401,47513,19686,36491
1944,22376,21486,22589,30715,28260,17769
1945,24459,48220,13916,36051,47515,28265
1946,43070,28552,41630,28457,10176,30188
1947,24524,19458,10607,49423,35076,16004
1948,36293,46737,21477,19193,49998,47747
1949,30658,46895,46102,28301,8461,20562
1950,19058,32486,17135,30492,31726,20781
1951,13466,13714,4928,5608,37209,17876
1952,18047,16547,46644,15167,36841,33675
1953,22394,42993,44237,18656,45860,18768
1954,22158,16374,21283,15393,49093,40413
1955,46658,45264,39369,42115,33121,31178
1956,31460,30890,14577,21243,41018,35593
1957,25091,38749,17287,8469,6621,42143
1958,16216,27707,26988,16878,46195,40471
1959,22097,16822,595,15528,40361,11913
1960,20292,46740,44466,41773,6877,17923
1961,13088,32495,18043,26205,33877,33135
1962,47505,9525,23175,42284,48311,31085
1963,32367,42790,22102,33242,43031,32734
1964,7200,15114,29491,34042,42719,7986
1965,18228,19009,14497,30122,18338,48378
1966,48583,21154,43452,48012,7000,5355
1967,41138,14657,40225,35947,23168,12468
1968,49555,40055,4391,30577,32066,12263
1969,9447,32313,10295,17808,9624,49809
1970,44904,28640,4307,35513,35883,22846
1971,21418,46106,28546,30503,28023,42273
1972,49073,10821,11988,45516,40996,32968
1973,40680,30884,25324,49211,19733,35978
1974,47568,14603,33411,19279,16412,45549
1975,36642,5220,36705,48399,48073,38259
1976,47450,18846,14001,36846,17210,6267
1977,23173,15316,32476,40903,33037,16095
1978,47351,39141,20742,9877,47305,30571
1979,44839,18855,26026,21901,39264,30011
1980,17009,22976,14411,25022,41664,7326
1981,36849,13444,23921,5570,28869,45560
1982,36835,34834,23719,18692,47916,30505
1983,40239,22188,34101,45138,36182,42421
1984,32965,11424,48343,25666,35496,40141
1985,41564,28277,45870,26804,8037,41609
1986,42452,48722,32765,24094,10721,33563
1987,7763,6117,46928,38689,26800,48727
1988,20523,47427,41360,28379,13417,42543
1989,21403,10199,32435,10979,5359,23229
1990,34879,18905,20608,44800,13401,14960
1991,42711,46822,918,9845,13522,35050
1992,26973,16478,11582,14754,31340,37252
1993,8804,30649,44353,12403,7572,22930
1994,42290,41877,15285,43166,25254,48682
1995,27061,43172,29844,10066,9940,27172
1996,11123,5828,28188,30531,6815,17857
1997,48649,36260,18113,12779,48209,34212
1998,11646,15231,28033,27186,24604,9826
1999,9532,11277,43050,43188,12672,20786
2000,11433,27575,49016,5988,41177,9964
2001,34197,7046,49491,17176,9378,41004
2002,17565,24233,34463,26849,32264,5283
2003,46065,22701,40063,18135,16168,5663
2004,17862,28336,24423,8541,10921,28973
2005,15671,14857,4456,45712,41517,11483
2006,9514,15432,9941,42524,26660,12699
2007,46179,37959,49692,43244,25038,40374
2008,38027,31422,5678,6368,45568,43666
2009,34534,42475,45289,11303,40835,15849
2010,36027,32987,25747,10185,5933,21103
2011,21845,42984,31337,29424,12098,26220
2012,46724,47449,2299,23435,13899,32707
2013,12629,7828,39559,31441,12885,9222
2014,28439,10852,40316,26937,19549,23694
2015,27178,16101,43487,24852,18937,36197
2016,24062,14496,34006,14080,24820,27495
2017,40427,12361,43938,31166,21756,49078
2018,19103,44557,32606,29821,49145,49801
2019,48589,40559,17904,30093,42257,30732
2020,46992,40596,32971,10739,29052,47355
2021,41947,35020,38723,40304,36250,20652
2022,17888,10452,10510,9630,38793,5600
2023,42714,26721,18307,8511,46211,18183
2024,9365,7164,30867,48296,6067,18425
2025,12664,13591,29502,22906,46102,16312
2026,9118,40599,34578,16282,38751,28189
2027,27432,38044,18826,22907,7528,40907
2028,34313,6683,24458,36966,26923,40022
2029,11503,38131,43176,25631,23837,27375
2030,27762,37050,46442,24385,16865,43971
2031,29384,44209,34994,29248,46300,15732
2032,27309,40752,32144,21714,35423,22909
2033,28853,39903,27596,28049,36286,16992
2034,38196,36051,46419,41186,12946,23768
2035,30338,47711,29978,16355,38226,13942
2036,46225,32609,45014,24041,49782,16024
2037,8542,15554,8348,32746,33966,24568
2038,8217,31112,3060,22470,11718,43938
2039,20263,41226,9841,21675,21443,40192
2040,45721,11110,45351,34763,41023,15332
2041,19622,40327,43545,22588,20757,28691
